,comment_text
4369,"Wie kann eine Partei so dumm sein, die UNERTRÄGLICH schrille nervende Stimme von Baerbock der wohltemperierte n sympathischen von Habeck vorzuziehen. Die Baerbock wird beim Wahlvolk so gut ankommen, wie ZDF-Kommentator in Claudia Neumann bei den Männerfußballfa ns.  Aber, dass Parteien wenig mit Klugheit zu tun haben, sieht man an den CDU-Delegierten , die zuerst Laschet Merz vorziehen, um jetzt Söder Laschet vorziehen zu müssen, wenn sie nach der Bundestagswahl nicht als ganz dumm dastehen wollen."
4370,"Hinterzimmerpol itik wird wieder positiv konnotiert - also wenn das nicht reaktionär ist... und das bei den Grünen, eieiei..."
4371,"Unter den Grünen wird die Kriminalität,Ar beitslosigkeit und Armut erheblich steigen"
4372,"Annalena wird als sichere für Bank 17-19% gehandelt, Habek für 14-24% als Alles oder Nix. Tatsache wird sein, dass diese Verbotspartei Deutschland, seine Bürger und Wirtschaft weiter vor die Wand fahren wird, um ihre idiotologischen Zielen einer besseren Welt zu verwirklichen, um dann festzustellen, dass es nicht funktioniert. Sie wollen die Welt retten und nehmen den Untergang Deutschlands billigend in Kauf. Annalena ohne jegliche Bildung und Habek, der vorsorglich seine Kinder auf eine dänische Privatschule schickt."
4373,"Wer die Grünen wählt, der wählt Deutschlands Untergang."
4374,Was labert Ihr jetzt über irgendwelche Kanzelkanditate n von unwichtigen Randgruppen und Extremistenclub s dieses Landes? Und vor allem mit was für nutzlosen Gesprächsteilne hmern? Was stellen diese Klugschwätzer eigentlich dar? Die einen schmieren irgendwelchen Unsinn in irgendwelche Schund-und Schmutzliteratu r und verkaufen diese Wurfblätter an westdeutsches Dummvolk. Die anderen sind allenfalls aus der 5. Liga und nur Wichtigtuer ohne Hintergrund. Zur Krönung wollt Ihr für so eine Fernsehsendung auch noch GEZahlt werden. (Meinung ist nach Art. 5 GG gedeckt.).
4375,Der oder die Beste fürs Kanzleramt ist zweitrangig. Viel wichtiger ist das Programm und die Entwicklungslin ien für Deutschland für die der jeweilige Kandidat steht. In dieser Frage sind beide Herren blank!
4376,Schade das Herr Bosbach und in Berlin Herr Buschkowski ( ehem.Neuköllner Bürgermeister) nicht mehr zur Verfügung stehen. Einen von beiden hätte ich mir als Kanzler vorstellen können
4377,"Für die Wahlbevölkerung ist es wohl egal, weil egal, wer regiert von den Etablierten, für das gemeine Volk nur Zwangsmaßnahmen , Kontrolle, Zwangstests und Impfpflicht sowie überhöhte Preise in allen Bereichen, vor allem aber bei den Mieten dabei rauskommen. Die Regierenden machen immer mehr das, was für sie und die sogenannte Elite von Vorteil ist. Bei der einfachen Bevölkerung kommt wenig Gutes an."
4378,"Harmonie bei den Grünen........🤔das liegt bei den Träumern aber an den Substanzen die sie gerne mal konsumieren. Das macht vielleicht cool, aber leider nicht wirklich effektiv, realistisch, um ein Land das eh schon kränkelt wieder aufzupeppeln. Die Grünen sind und bleiben Realitätsfern."
4379,Diese ganzen Diskussionen darüber gehen mir so auf den Zipfel. Warum muss darum so viel Wirbel gemacht werden. Wir haben im Moment doch nun wirklich genug andere Probleme - ALSO TEILT UNS DOCH EINFACH AM ENDE MIT WER ES GEWORDEN IST - das würde vollkommen reichen!
4380,"Ich würde mir einen Vorwahlkampf wie in den USA wünschen, in dem sich die Kandidaten in mehreren TV-Debatten einem breiten Fernsehpublikum stellen und Vorwahlen gewinnen müssen, um als Kandidat aufgestellt werden zu können. Wir haben hier leider nichts zu sagen und dürfen nur zuschauen. Wir bekommen Kandidaten vorgesetzt und wählen dann Parteien. Der Hammer sind die Europawahlen. Hier werden Leute plakatiert, die gar nicht zur Wahl stehen und/oder die höchsten Posten werden mit Kandidaten besetzt, die überhaupt nicht zur Wahl standen."
4381,"Mich interessiert das überhaupt nicht, wenn sich Politiker einer Partei nicht auf eine Kandidatur einigen können. Dann sollten sie in die Oposition gehen und sich erst mal besinnen. Gerade in der augenblickliche n Pandemie, in der sich Eltern alleingelassen fühlen können bei geöffnetem Schulen und einem 200erter Inzidenzwert. Viel zu hoch und nur 2 Tage in der Woche wird getestet."
4382,"Harmonie ist ja was tolles in einer Beziehung, in der Familie aber ob es sich eignet den Besten für einen Job zu finden? In der CDU gibt es zwei Kandidaten, die den Job wollen. Bei den Grünen zwei Kandidaten, denen es anscheinend egal ist, wer von beiden den Job macht. So jemanden würde ich noch nicht mal als Pförtner einstellen - und das ist nicht abwertend gegenüber dem Pförtner gemeint."
4383,"Die beiden erinnern an die Puppen „Waldorf und Statler"" in der Loge der Muppetshow und deren spöttischem Gezänk. Ich denke, da wird sich die Konkurrenz amüsiert auf die Schenkel klopfen: https:// www.youtube.com/ watch?v=j40o9bDx eP0"
4384,Na der Twitter von Olav Gutting aus dem CDU-Wahlkreis Schwetzingen war doch gut: Mit Mikado oder Russisch Roulette 😂Alternativ: Wer die beste Büttenrede hält. Oder die gehen zu Jauch und versuchen dort ihr Glück. 🤡
4385,Die Grünen waren und sind niemals in der Lage einen Kanzlerkandidat en zu stellen..sie haben von der innen-und aussenpolitik keine ahnung..nur wo ein Baum wachsen könnte..Deutsch land braucht keine weitere Krise durch die Grünen
4386,"Die Grünen haben sich doch noch gar nicht auf einen Kandidaten festgelegt, oder ist mir da was entgangen? Wie kann der Plasberg also wissen, dass das am Wochenende schiedlich friedlich über die Bühne gehen wird??"
4387,"Harmonie bei den Grünen? Warten wir einmal ab, wenn Habeck kein Kanzlerkandidat in seiner Partei wird!!! Zur CDU/CSU ist m.M. das ich schon eine Debatte innerhalb der CDU/CSU für wünschenswert gehalten habe. 1. Sollte das Basisvotum der Partei 2. die Fraktion, 3. vor allen Dingen die Wählerschaft bei der Kandidatur berücksichtigt werden. Denn schliesslich sind es wir Wähler, die einen Kanzler wählen und nicht das Präsidium der CDU!!! Das Wählervotum, dass eindeutig auf Seite von Söder liegt kann nicht ausser acht gelassen werden."
4388,Sorry 😂 aber die grünen taugen bei gar nix als Vorbild 🤣🤣
4389,"Lebendige Demokratie, auch in den Parteien, braucht Auseinandersetz ungen und Kontroversen. Was sie Grünen veranstalten, ist reines Schmierentheate r und Habeck rutscht eh auf einer gendergerechten Schleimspur in Richtung Bedeutungslosig keit. Er hat weder für dieses Amt das nötige Rückgrat bzw. die nötigen Eier, sprich Durchsetzungsfä higkeit. In SWR1 wurde u.a. als Qualifizierungs maßstab für ""Kobold""-Baerbo ck fürs Kanzleramt angegeben, dass sie Mutter mit zwei Kindern sei. Tiefer kann das Niveau fürs Kanzleramt ja nicht mehr gehängt werden......"
4390,"Wichtigere Themen: KATASTROPHE: Astra ..Impfstoff ausgesetzt...Ic h und viel würden JEDE IMPFUNG nehmen. Bekannte machen inzwischen IMPF-TOURISMUS nach MOSKAU...kann das Management einer Regierung noch peinlicher werden? Und erst unsere Hausärzte müssen beweisen, was die staatlichen IMPFZENTREN NICHT Können? 20 % mehr Impfdosen einfach durch eine andere Spritze? Wer hat denn diese Regierung für Millionen beraten? und dann wissen 😪diese tollen Berater so etwas nicht? EIN GLÜCK GIBT ES UNSERE HAUSÄRZTE!"
4391,Jetzt ehrlich die grünen als Vorbild? Eine Partei die nur verbietet und unsere freiheitliche Grundordnung in Frage damit stellt? Harmonisch? Ich würde gerne mal hinter die Kulisse schauen was da wirklich gedacht wird. Und vergesst bitte nicht nicht die haben für die Agenda 2010 gestimmt und kriegseinsätze für die Bundeswehr ohne Mandat der UNO. Das sagt für mich immer noch aus das sie auch nur nach macht streben. Für mich sind sie eine Partei mit diktatorischen Zügen.
4392,Interessiert das im Moment tatsächlich die Bevölkerung?
4393,"Nun, die Union sind zwei, die Grünen nur eine Partei.  Was aber bei den Unionsanhängern und Mitgliedern etwas zu kurz bei den Überlegungen kommt, die Wahlen sind in der 2. Septemberhälfte . Mit etwas Glück haben wir dann die Pandemie im Griff und die Skills von Söder sind dann nicht mehr gewollt, sondern den eher moderierenden, ausgleichenden Stil von Laschet ist gefragt.  Ich halte es, ich bin kein Unionswähler, aus deren Sicht für klüger, Laschet als Kanzlerkandidat en ins Rennen zu schicken.  Am Endewird der Haase Fett. Und bis dahin macht Frau Merkel, die ohne noch mal was werden zu wollen so weiter wie bisher.  Also als Berater der Union würde ich den Parteigremien genau das erklären. Was sie machen, müssen sie selber wissen."
4394,"Der innere Kompass der Union richtet sich streng in Richtung Populismus aus. Eignung: nicht notwendig, Charaktereigens chaften: nicht notwendig. Herrn Laschet wurden ja mal integrierende, verbindende Eigenschaften nachgesagt. War wohl nur ein Gerücht. Eines von vielen."
4395,"Ist mir wirklich sowas von egal..., der Wähler hat ja eh nichts zu sagen in dieser doch so vorbildlichen Demokratie😡. Und ganz egal, ob die Grünen, CDU, CSU, es geht doch allen nur um ihre eigenen Interessen, ihren Machterhalt und um Geld..., wird schon so gedreht das es passt. Und sollte es nicht genügend Mehrheiten geben, man sich nicht einigen, wird Merkel vielleicht den Laden vorübergehend weiterregieren. .., wer weiß das schon. Ich habe jedenfalls von sämtlichen Politikern die Nase einfach nur gestrichen voll !!"
4396,"""Wie findet man die Besten fürs Kanzleramt?"" = Auf nem anderen Planeten!"
4397,Schon erstaunlich wie die Union die Pandemie an die Seite gepackt hat und sich den wirklich wichtigen Dingen in aller Ausführlichkeit widmet. Der K-Frage.
4398,"Ist mir ziemlich egal, wer von den beiden Kanzlerkandidat wird. Ich gehe davon aus, dass dieses Theater, nur der Ablenkung im Masken Skandal der Union dient. Kostet wahrscheinlich, weniger Prozente, als wenn da noch mehr Selbstbediener auffallen."
4399,Ist doch völlig egal. Lediglich mit Söder wird der Weg mit den Grünen in den Sozialismus etwas verlangsamt.
4400,Harmonie bei der Verbotspartei? Klar die stehen ja auch für völlige Unverbindlichke it
4401,"Wenn man die ganzen Versager aus dem Weg räumt, wird man dahinter bestimmt was gutes finden"
4402,"Ob Laschet oder Söder der Kanzlerkandidat der Union wird, dürfte im Moment viele nur am Rande interessieren. Vielmehr werden die Menschen Ü60 ihre Wahlentscheidun g davon abhängig machen, auf welche unsägliche Weise die Regierung in der Frage der Impfstoffvertei lung mit ihnen umspringt. Gerade diese für die Union so enorm wichtige Wählergruppe wird wohl mehrheitlich der Union im September eine derart klatschende Ohrfeige verpassen, dass die Partei froh sein kann, wenn sie nicht hinter den Grünen landet. Und dann ist die Frage nach dem Kanzlerkandidat en sowieso rein akademischer Natur."
4403,Die Rolle der Medien ist kaum zu ertragen man könnte glauben 90%der Journalisten sind Parteimitglied bei den Grünen.
4404,"man sollte mal nachdenken, WAS an der grünen partei noch GRÜN ist bzw dem entspricht, was wir uns bei parteigründung anfang der 80er jahre versprochen haben. truppen ins ausland zu kampfeinsätzen schicken? kein problem. wälder abholzen für autobahnbau oder zum abbaggern von kohle? kein problem. atomare aufrüstung der nato? speichelleckere i bei trans-atlantik- pakt und atlantikbrücke? kein problem. strom- und benzinpreise verdoppeln, so dass normale bürger außerhalb der von grünenwählern überschwemmten städte es kaum noch zahlen können? kein problem. das land außerhalb der von grünen hipstern bewohnten städte mit windrädern verspargeln und so bei der landbevölkerung die immobilienpreis e nach unten treiben? kein problem. ein hartz-regime errichten und den niedriglohnsekt or zum schaden nichtstudierter nicht-grün-wähl er ausweiten? kein problem.  die heutigen grünen sind nicht mehr als eine müsli-fdp, zusammengehalte n vom willen zur macht."
4405,"Liebe Nutzer*innen, wie bewerten Sie die Aussage unseres Gastes Alexander Graf Lambsdorff? Wir freuen uns auf Ihre Kommentare und spannende Diskussionen."
4406,FDP   Sind das nicht die die bei der letzten Wahl den Schwanz eingezogen haben.  Außer Sonntagsreden kommt da        N i c h t s.
4407,"Ich kann derzeit bei keiner Partei ein ""geordnetes Verfahren"" erkennen."
4408,Wir brauchen Menschen in der Politik die nicht einer Partei folgen sondern dem Eid den sie leisten und das tun was auch mal beim Bürger ankommt.
4409,"Er sagte in der Sendung:"" Wir müssen ab dem Sommer anfangen, das Land auf die Zeiten nach Corona vorbereiten 😳 Im Sommer, nach Corona? Frau Dunz, die ich sehr schätze, sagte neben Ihm, dass wir die Neujahrsansprache von Frau Merkel hören werden. Wer glaubt, dass der Sommer bei Corona anders aussieht als der April, der träumt. Zumal die Koalitionsgespräche unendlich sein werden."
4410,"Was kann Herr Söder denn wenn  Corona vorbei ist  vorweisen ,wie will ein Herr Söder und das ohne die Grünen als Kanzler Deutschland in Europa vertreten? Weil ein richtiger ehrlicher und mit Wissen was er als Kanzler machen muss, der braucht nämlich die Grünen als Unterstützung  NICHT."
4411,"Servus aus dem Freistaat Bayern 😎. Laschet ist der Wunschkandidat der FDP👎, dass wäre die schlechteste Notlösung. ....die Neujahrsansprache wird eine ""Frau Merkel"" halten.😅"
4412,"Hallo Herr Plasberg, zur nächsten Sendung möchte ich sehr gern eine Antwort auf folgende Frage: Warum machen wir nicht einen Lockdown im gesamten Land für 3 Wochen? Mein Vorschlag bzw Gedanken dazu. Kompletter Lockdown für 3 Wochen, alle Bürger bleiben zu Hause, in der Zeit werden alle medizinischen Fachkräfte mit 4 PCR Test pro Bürger regelmäßig zu Hause erscheinen und an der Wohnungstür testen.   Alle positiv getesteten Bürger kommen in den leerstehenden Hotels mit medizinischer Betreuung in Quarantäne. Das Land Deutschland lässt alle Grenzen geschlossen, bis die Pandemie weltweit bekämpft ist. Ich denke und bin davon Überzeugt, dass es billiger und nervend schonender ist. Die Bürger Deutschland könnten sich mit diesem harten Lockdown sicher anfreunden. Liebe Grüße und beste Gesundheit Manuela D."
4413,"2018 führte Söder in Bayern anfangs einen Wahlkampf mit AfD-Positionen, gegen Flüchtlinge (»Asyltourismus«) und gegen die EU, als er ein »Ende des geordneten Multilateralismus« forderte. Dafür nahm er auch eine Krise der Bundesregierung und ein mögliches Ende der Kanzlerschaft von Merkel in Kauf. Dann kuschelte er mit einem Baum um auf der stimmingswelle der Grünen zu reiten! Nun hat sogar die Freien Wähler die Schnauze voll von söders Fähnchen im Wind! Sein engster Vertrauter der Freien Wähler Aiwanger zieht gegen das Bundesgesetz infektionsschutzgesetz gegen das Verfassungsgericht somit gegen seinen Koalitionspartner csu Söder und Merkel! Söder Kanzler? Nein!! Wer einmal mit AFD parolen Stimmung macht, in einer christlichen sozialen Partei, hat als Kanzler nichts zu suchen! "
4414,DIE UNION MUSS WEG!!!!!!
4415,"Liebe Nutzer*innen, wie haben Sie die Diskussion erlebt? Wir freuen uns auf Ihre Kommentare und Anregungen."
4416,"Selten so eine, fast schon flehende Koalitionsaussage der FDP wie für Herrn Laschet gesehen. Man dachte ständig wo ist der Lambsdorf nochmal? Ansonsten war von Optimisten bis Pessimisten alles dabei und der Meister Söder und sein Pumuckel (von Lucke) haben den Abend gerettet, sehr unterhaltsam..😉"
4417,"Wie haben hier vermutlich die größte Krise und herausforderung in den letzten Jahrzehnten. Und euch fällt nichts besseres ein, darüber zu diskutieren wer der nächste oberkaspar in dieser Partei wird.  Als ob wie keine anderen Probleme derzeit hätten.  Nimmts einfach so wie es kommt, die gemachte Politik wird weiterhin grausam sein, mit dem Ziel, die kleinen Leute, kleine Betriebe etc. zu schickanieren.  PS: Keine Ursache, Zwangsgelder Zahl ich gerne."
4418,"Genau das spiegelt unser Problem in Deutschland wider, Politik ist inzwischen nur noch ein Machtgeplänkel und sonst nichts mehr. Hier möchte nur noch jeder Macht haben, ohne den Gedanken daran zu verschwenden es zum Wohle der Bevölkerung einzusetzen"" und sich gegebenenfalls noch selber gut die Taschen zu füllen und sein Schäfchen ins Trockene zubringen."" "
4419,"ich moechte einmal wissen ,wieviel Redezeit Herrn von Lucke  zugebbilligt  wird, diesen Schnellschwaetzer furchtbar ,diesem Herrn sein Gehoer  auf Ihn zu richten."
4420,"Dieser Mann hört sich einfach zu gerne Reden. Und ist derart von sich und seinen Thesen übetzeugt, dass Widerspruch zwecklos ist."
4421,"Er hat sicherlich gehofft, dass der Nebel im CDU Sumpf sich legt nachdem Laschet anstatt der fähige Merz zum Vorsitzenden gekürt wurde."
4422,Klar und einfach denken. Emotionale Entscheidungen sind meist keine guten Berater. 
4423,Wir haben zur Zeit andere Probleme!! 
4424,"Söder und Laschet sind nicht , tauglich als Bundeskanzler.  Ich frage mich immer wie , bei wem werden umfragen ,  bei mir und bei vielen die ich kenne sind auch nicht gefragt. Wie kommt Herr  Söder zu seuche Umfrage werte.???"
4425,"Liebe Nutzer*innen, wie haben Sie die Diskussion erlebt? Wir freuen uns auf Ihre Kommentare und Anregungen."
4426,"Der große Verlierer, egal wie die Sache endet, wird Laschet heißen. Wird er nicht Spitzenkandidat ist er auch als Parteivorsitzender gescheitert. Wird er Spitzenkandidat und die Union verliert viele Stimmen oder gar die Wahl, ist er der Schuldige.  Die Union täte gut daran, weder Laschet noch Söder zu nominieren, sondern einen neuen Kandidaten aus dem Hut zu zaubern. "
4427,"Alles, was die Sendung erreicht hat, ist, dass das Problem unnötig hoch gespielt worden ist. Nicht die Zuschauer entscheiden hier, sondern nur die CDU-Abgeordneten. Also Ball flach halten, am Wochenende steht der Kanzlerkandidat fest. Ob es der richtige ist, wird sich bei der Wahl im September zeigen. Die Medien tragen zur politischen Auseinandersetzung nur durch Eskalation bei, schade."
4428,"Herr Laschet und seine Befürworter wären gut beraten, auf die Stimmung im Land und auf die Leute zu hören. Hat er denn aus der Entgleisung des ""Schulz-Zug"" nichts gelernt? Es spräche nichts dagegen, weiterhin als MP und Vorsitzender zu verwalten. Parteiideologie hat keinen Nutzwert oder will er sehenden Auges seine Partie in die SPD-Niederungen führen?        "
4429,"Die einzigen, die dieser ""Streit"" interessiert sind die Medien. Und alles nur für die Reichweite. Und das geht jetzt seit Monaten so. Furchtbar. Söder, Laschet, die CDU und die CSU werden sich schon einigen. Ist doch prima, dass sie zwei zur Auswahl haben und nicht wie die SPD, die nur mit Olaf aufwarten kann."
4430,Diese Frau ist kompetent und angenehm. Im Gegenteil zu Luke. Ein unglaublich von sich und seiner Meinung eingenommene Schwätzer.
4431,"Wenn man die Sendung gesehen hat so stellt man mit Grauen fest, dass sich Deutschland in einem nie dagewesenen Dilemma befindet.  Noch selten in der Geschichte zuvor, hatte die  Bundesrepublik Deutschland schlechteres Polit-Personal  im Angebot als in der Gegenwart.  Egal welcher Partei zugehörig.  So grenzt es, wenn man den einzelnen Politikern zuhört,  zunehmend an Körperverletzung.  Mich wundert es wirklich, wie man da als Moderator so ruhig bleiben kann...!? Hut ab Herr Plasberg. (Y) Ihrem Kollegen (Lanz) gelingt dies nämlich immer weniger.  Was mich tatsächlich nicht wirklich wundert.  Denn was da seitens der Politik teilweise an (sorry)  Dünnschiss um die Ecke kommt, ist dieses Landes genau genommen eigentlich nicht (mehr) würdig.  EIN POLITISCHES GESAMTBILD DES JAMMERS‼ "
4432,War dise Frau wo hat die Biographie Buch geschrieben von AKK!? 
4433,"Find es schon sehr interessant, dass bei den Diskussionen gestern ständig darüber gesprochen wurde wie es nach der Krise -hier also die Corona Pandemie- weitergehen soll... da war ich schon baff, weil ja nicht mal auf elementare Probleme in der Pandemie reagiert wird, noch immer weiß hier kein Mensch wie’s nächste Woche weitergeht aber man redet und redet im klein klein über Probleme die sich jetzt noch längst nicht stellen und vergisst dabei das es jetzt schon richtig brennt. Anstatt immer nur über Probleme zu reden (egal ob von heute oder morgen) sollte man doch langsam mal nach pragmatischen, umsetzbaren Lösungen kommen. Kleiner Tipp: die Pandemie ist ein globales Problem und es gibt durchaus gute Vorbilder. "
4434,"Sie sagte auf die Frage, wer die Neujahrsansprache halten wird einfach: ""Frau Merkel"" Da wird sie wohl recht haben ;-)"
4435,"Liebe Nutzer*innen, unsere Gäste haben in der gestrigen Sendung über das Duell zwischen Laschet und Söder um die Kanzlerkandidatur diskutiert. Was sind Ihre Meinungen zum Thema? Wir freuen uns auf eine spannende Diskussion."
4436,"Söder hat sein Versprechen gebrochen. Man kann ihm nicht vertrauen. Wenn ich nicht gewinnen kann, ändere ich halt die Spielregeln. Er hat die Unterstützung der CDU nicht bekommen, jetzt ist er der beleidigte Junge und mischt den ganzen Laden auf "
4437,"Ich finde Söder hat mehrmals sein Wort gebrochen. sein Platz ist in Bayern .... er kandidiert nur, wenn die große Schwester ihn unterstützen würden sind nur ein paar Beispiele. Bei den letzten Bayern Wahlen das schlechteste Ergebnis für die CSU eingefahren und dann sich nicht an die Notbremse in der Pandemie gehalten. Ich finde nicht, dass ein guter Selbstdarsteller hier Beachtung finden sollte."
4438,"Es ist leicht Söder gut zu finden wenn man nicht in Bayern lebt. Seit November Ausgangssperre, Schulschliessung, Einzelhandel und Gastro zu. Keine Perspektive nur weiter so.. 👎👎👎"
4439,was hat der Herr Söder bis heute an guten positiven Dingen vollbracht. Zumindest hat er am Niedergang Deutschlands tatkräftig mitgewirkt. Sowas brauchen wir nicht in verantwortungsvoller Position. Ab in die Berge
4440,"die ganze Diskussion raubte mir zum jetzigen Zeitpunkt den Nerv. .....Lauter wenn, aber und hätte.... . Söder hatte gesagt, wenn die CDU ihm das Vertrauen ausspricht, dann tritt er an. Die CDU Spitze hat Á.Laschet erwartungsgemäß das Vertrauen  ausgesprochen. Somit braucht Herr Söder nicht anzutreten. Spannend wäre es gewesen, Herr Plasberg hätte den Vorschlag ernsthaft aufgegriffen, über einen möglichen 3 Kandidaten z.B. Herrn Brinkhaus zu diskutieren. Das wäre auch ein Wenn und Aber gewesen, hätte aber zu einem Neudenken der Kandidatur führen können. "
4441,"Gebe Söder den Vorzug.  Wenn ich ihn in NRW nicht wählen kann, bleibt nur eine andere Partei.  Denn Laschet möchte ich auf keinen Fall.  ‼️"
4442,"Ich frage mich ernsthaft wer denn all diese Menschen sind, die als 'große Teile der Bevölkerung' bezeichnet werden. Sind die Skandale und Lobbyfilz nicht langsam bei jedem angekommen? Diesen Herren (beiden) zu vertrauen grenzt an Selbstzerstörung. Stillstand produzieren und sich die Taschen vollmachen als Wahlversprechen..."
4443,"Söder ist auch nicht die Optimalbesetzung, aber wenn ich an das internationale Parkett denke.... Laschet bei Erdogan, Laschet bei Putin...? 🤔 Für mich ist die CDU mit Laschet nicht wählbar - es werden teure Jahre unter grün auf uns zukommen. Ich kann nicht verstehen, warum die CDU sich auf Laschet versteift hat - großer Fehler!"
4444,"Herr Blume, haben Sie den Schuss noch immer nicht vernommen? Es könnte sein, dass dieser dann für die CSU nach hinten losgeht!"
4445,"Kanzler, wer auch immer.... jetzt sind ersteinmal die Bürger dran. Sie brauchen verlorene Gelder zurück, brauchen den Aufstieg und das Vertrauen in ihr schlichtes und einfaches Leben. Die Bürger können nicht entscheiden und Termine willkürlich verschieben. Die Regierung kann aber Menschenleben auf die lange Todesliste setzen, nur weil die Macher und deren Spielgefährten es nicht schaffen, ohne Eigennutz zu agieren! Wir Bürger leiden seit über einem Jahr unter der ""Scheinpandemie ""!!! Das Virus existiert, das zweifle ich auch in keiner Weise an, aber der unsichtbare 3. Weltkrieg macht mir Angst!!!!! Ein Krieg auf spezielle Art und Weise..... Bürger, wacht auf!!!!!! Bleibt gesund und atmet LUFT ein!!! ""Mundfäule"" (nun, durch permanentes Maskentragen) war seit Jahrzehnten nie mehr ein Thema, aber sie kommt wieder!!!!"
4446,"Ich, als Schalker bin ich jetzt für den bayerischen Kanzler ... so weit ist es gekommen!!!! Aber Hr. Laschet - das geht gaaaar nicht..."
4447,"Nachdem durch die mediale Bevorteilung von ARD und ZDF ein Herr Söder hoch gehypt worden ist, sollte man sich überlegen, die Wahlberechtigun gkarte an die öffentlich rechtlichen Rundfunkanstalt en zu schicken - sollen die doch nach dieser massiven Meinungsmache doch gleich auch das wählen übernehmen"
4448,bei dieser Parteienlandsch aft samt allen Kandidaten macht es keinen Sinn zu wählen. Alles unwählbar ja soweit ist es gekommen. Und wenn man glaubt es steht schlecht wäre doch Grüne der wirkliche Worst Case. Dann können sich die Bürger warm anziehen. Bei CDU weiß man wenigstens das man verarscht wird und kann es abschätzen in welcher Form.
4449,"Bedenken Sie doch mal den einfachen Bundestagsabgeo rdneten, in der Reihe ganz weit hinten. Für den geht es auch um den Job, der muss nun Entscheiden wie es mit Ihm weitergeht. Linientreue mit Laschet, oder Job erhalt mit Söder."
4450,"Keiner von beiden ,die werden diese gute Politik von Frau Merkel weiter führen und es wird noch SCHLIMMER ."
4451,Ähm keinen von beiden... Denn ich würde keinen von ihnen wählen..
4452,Ich trauen momentan keinem dies zu unser Land in die Richtige Richtung zu führen. Es muss neuer Wind in den Bundestag
4453,"Meine These ist: Laschet wird Kandidat, gleich nach seiner Nominierung wird er von parteiinternen Widersacher, vor allem aber auch von den Medien systematisch demontiert. Kurz vor der BTW gibt er auf, und wird durch einen in Lauerstellung befindlichen Kompromisskandi daten ersetzt, der nichts zu verlieren hat: Ralph Brinkhaus!"
4454,"egal wer von den beiden kandidiert, er kann nur verlieren. 16 Jahre ohne bedeutende Ergebnisse, Ministerfehlbes etzungen, Versagen in der Corona Krise und dann noch die Korruptionsfäll e die nur die Spitze des Eisbergs sind. Das allerschlimmste aber ist, das die anderen Parteien keine Alternativen haben......"
4455,Bitte bitte bitte - keiner von beiden!! 🙏
4456,Die Beliebtheit eines Markus Söder wird mir immer schleierhaft sein. Auch in der Corona Krise gibt er mMn keine gute Figur ab. Macht einen auf harte Tour aber die Zahlen in seinem Bundesland sind nicht wirklich berauschend.
4457,Sehe aktuell in der kompletten Politik niemand kompetentes.
4458,"Im September geht, wenn alles normal verläuft, die Pandemie langsam zu Ende. Danach brauchen wir keinen harten Söder, sondern eher einen verbindenden Stil von Laschet."
4459,"Um im Sommer wieder mehr Freiheiten auf Dauer zu erhalten sollten alle politischen Entscheider nun endlich eine klare Linie bis zum Sommer aufzeigen. Wie die CDU/CSU agiert, werden wir bis mind. Ende diesen Jahres in einem Lockdown, egal wie er auch immer heißen mag, sein...nur niemand von Söder über Laschet nimmt dies in den Mund um ihre Kanzlerschaft nicht zu gefähren"
4460,"Die Sendung dreht sich um den Punkt, ob Laschet gescheitert wäre, wenn er jetzt nicht Kanzlerkandidat würde. Aber das ist doch Irrsinn. Wie kann man zu einem solchen Ergebnis kommen. Dann verlieren sie Laschet eben erst im Herbst. Als Vorsitzender gescheitert und als Spitzenkandidat die Partei in die Opposition geführt! Die CDU ist noch nicht in der Realität angekommen."
4461,"Ein Söder der wiederholt sein Wort bricht soll Kanzler werden ??? Wenn der Kandidat wird, dann hat die Partei all ihre Werte verloren 😡 Die angebliche Beliebtheit ist mir übrigens ein Rätsel...."
4462,"Wen soll man wählen!Die einen sind auf Coronatrip,ande re wollen mit Elektroautos die Welt retten,und zerstören diese bei der Gewinnung für die entsprechenden Rohstoffen.Bis jetzt kommt man sich vor wie in einem großen Unternehmen,wel ches Deutschland heist,und wo sich jeder nur noch die Taschen voll macht oder den Menschen vorschreibt,was sie zu tun und zu lassen haben.Warte noch immer auf die Person welche Pläne vorlegt,wie man den Verkehr reduzieren kann,in dem man die öffentliche Verkehrsmittel effiziender einsetzt,damit aufhört Wälder für Autobahnen usw.zu zerstören.Nach neue Wege sucht um Co2 in Sauerstoff umzuwandeln.Sic h dafür einsetzt,das Steuergelder nicht unnötig verschwendet werden.Nur noch Minister mit entsprechenden Fachkenntnissen in den Ämter einsetzt.Aufräu men mit dem Lobbyismus usw.Da es diese Personen anscheinend niemals geben wird,hat man nur die Wahl zwischen....... .........."
4463,"Laschet wirkt auf mich nicht vertrauenswürdi g. Auch die Überlegung über Ostern nehme ich ihm einfach nicht ab. Ich glsube eher die Kanzlerin, die exponentielles Wachstum versteht, ihm ins Gewissen geredet hat und es so verkauft wurde. Auch die frühen Lockerungen letztes Jahr ging maßgeblich von ihm aus. Die hatte ich nie verstanden. Frau Merkel würde ich da voll vertrauen, Söder auch mehr. Daher würde ich die Union auch nicht wählen."
