,comment_text,Sub1_Toxic
1816,"Würde mich mal interessieren wie man bei Zeit Online Redakteur wird. Man braucht erst garnicht fragen welche Gesinnung diese Frau hat. Es ist doch genau dieses Klientel das für das Klima auf die Straßen geht, der älteren Generation vorhält Ihnen die Zukunft gestohlen zu haben. Es ist die Generation die von uns Älteren Verzicht fordert! Nun müssen die armen Jugendlichen in der Corona Krise selbst mal auf Dinge verzichten und verzweifeln daran? Das ist jämmerlich!",1
1817,"Liebe Nutzer*innen, unsere Gäste haben in der gestrigen Sendung über Deutschland in der Coronakrise diskutiert. Was sind Ihre Meinungen zum Thema? Wir freuen uns auf eine spannende Diskussion.",0
1818,"Da schau her, Endzeit-Karle ist auch wieder dabei. Wie wäre es mal mit etwas mehr Abwechslung, bei der Auswahl der Gäste in den zwangsfinanzier ten Talkshows?!",1
1819,Ich stimme Herrn Blome - wie so oft - in jedem Punkt zu.,0
1820,"Fragen sie den lauterbach mal , wegen Kohle ...😂",1
1821,"Naja, wenn dann ""Onkel Laschet"" sein Fett abgekriegt hat, wird es wohl die dringenste Aufgabe sein, gegen die AfD zu ""stänkern"" und zu erklären, je nachdem, wie das Wahlergebnis war, warum gerade so viele Ossis auf ""Rechte"" ""reinfallen"". Eine neutrale Meinung wird vermutlich nicht zu erwarten sein .",1
1822,"egal wer von den beiden kandidiert, er kann nur verlieren. 16 Jahre ohne bedeutende Ergebnisse, Ministerfehlbes etzungen, Versagen in der Corona Krise und dann noch die Korruptionsfäll e die nur die Spitze des Eisbergs sind. Das allerschlimmste aber ist, das die anderen Parteien keine Alternativen haben......",1
1823,"Wälder im Wandel. Einsatz von Pestiziden massiv gestiegen, die Erderwärmung steigt von Jahr zu Jahr, der Wald ist trocken wie nie. Das sind Spuren des Klimawandels. Es wird höchste Zeit wach zu werden. Mensch und Politik sollten den Klimawandel nicht unterschätzen, besonders die Kritikerinnen und Kritiker nicht, die alles in Frage stellen. Umwelt-und Klimaschutz sollten jetzt Priorität haben.",0
1824,"Das Risiko bei einer Ansteckung schwer zu erkranken und schwere Langzeitschäden zu bekommen, haben unter 20 Jährige oder über 50 Jährige ? ( Psychische Belastungen haben wir auch massiv erlitten ! Teilweise massiv! )",0
1825,Daniel Geisinger,0
1826,"Ja, ja Wahljahr hält.",0
1827,"... also vorher ist unbedingt der MautAndy dran- bitte nicht vordrengeln!  Ach was waren das noch Zeiten, als Angie ihrer Truppe noch das Vertrauen aussprach und man davon ausgehen konnte, daß sie 14 Tage später weg waren... 🙄",1
1828,Die SPD hatte einen Neuanfang versprochen. Und kommt dann mit einem Scholz als Kanzlerkandidat um die Ecke.👎 Glauben die wirklich der Wähler merkt nichts mehr? Die bekommen sowas von die Hucke voll zur Bundestagswahl und zurecht!,1
1829,"Egal wie... Diese teilweise bornierten Parteibonzen und Parlamentarier kann ich nicht mehr sehen und hören. Wenn ich nur an das Impfstoffdebake l, die bräsig-lahmen Ämter, den Lobbyismus oder oder oder denke.... Wie hat Roman Herzog in seiner berühmten Rede gefordert: durch Deutschland muss ein Ruck gehen. Seither hat es nicht mal geruckelt, es hakt an allen Ecken und Enden!",1
1830,Hoffe mal das diese winzige Partei in Deutschland bald keinen Stich mehr bekommt . Vor Arroganz sind diese Politiker nicht zu überbieten .,1
1831,"Es hieß von Anfang an, dass die Impfung Corona nicht verhindert, sondern den Verlauf abschwächt. In den Bundespressekon ferenzen wurde nie etwas anderes gesagt. Die Skepsis gegen Impfen kann ich verstehen - aber vor ca. 50 Jahren war z.B. Polio ein ganz großes Thema und dem konnte man durch Impfen Herr werden. Das sollte nicht vergessen werden. Ich gehe davon aus, dass - solange es keine Medikamente gegen Corona gibt und immer noch Varianten im Spiel sind - nach der Massenimpfung jetzt, es einer jährlichen Auffrischung wie z.B. bei der Grippe bedarf.",0
1832,"Lustig, das in etwa die Summe, die in Hamburg den Selbstständigen , Freiberuflern und Gastronomen noch von der Novemberhilfe fehlen (180 Mio. Beantragt erst 40 ausgezahlt).",0
1833,Keine Partei ist mehr wählbar!,0
1834,"Mhhhh, man KÖNNTE sich irgendwie mal mit neuen Themen beschäftigen... z.B.: Was wird jetzt mit den Selbstständigen die ihre Altersvorsorge verbraucht haben, wie geht es für diese weiter? Was machen die ehemaligen Selbstständigen die ihre Existenz verloren haben? Wie möchten unsere Verantwortlich das finanzieren, und wann legen sie die Karten auf den Tisch was die Sozialbeiträge und Steuern angeht? Wie finanzieren die Krankenkassen Spahns ""kostenfreie"" Tests, und wie soll die Erhöhung auf 17% Beitrag eigentlich funktionieren, wenn die Sozialbeiträge bei 40% gedeckelt sind und bereits bei 39,5% stehen? Aber neeeeeiiiiiiiin nnn - nach 15 Monaten Armageddonvirus , geht es nicht mit solchen Themen weiter... wir machen weiter, wo wir aufhörten... ARBEITET eigentlich IRGENDJEMAND, IRGENDWIE, an sowas wie ""Themen"", oder ist diese Abteilung dicht gemacht worden?",1
1835,"Anwälte, Steuerberater, Notare, Ärzte,... haben übrigens auch staatlich festgelegte Vergütungsgeset ze, Gebührenordnung en,...  Eine deutschlandweit e gesetzliche Tarifbindung für alle Arbeitgeber wäre übrigens sinnvoll.",0
1836,Lauterbach wird wieder Recht behalten.Der UEFA ist das aber scheiß egal. Profit ist deren oberstes Gebot.Wenn 1500 FIFA Bonzen sich nicht mal testen lassen wollen sagt das alles über den raffgierigen Verein.,1
1837,"Großen Respekt an alle, die da geholfen haben! Viel Kraft den Angehörigen der Verstorbenen.",0
1838,"Es gibt leider immer noch Eltern, die Fotos von ihren Babys und Kleinkindern posten, diese sehen bis heute keine Gefahr darin.  ",0
1839,"So ein Spiel kommt bei raus, wenn der Fokus der Öffentlichkeit auf dem Regenbogen liegt. Und ja, jeder, der Fußball spielt weiß, daß eine Mannschaft das beeinflußt. Deswegen hat Politik im Sport nichts zu suchen...",0
1840,"Die Union hat zwar sehr viel Personal und redet sehr viel übereinander und gibt zu tagesaktuellen Themen ihren Senf mit kurzer Halbwertzeit dazu, haben aber als Parteien weder ein Programm, noch Ziele für die Nach-Merkel-Ära formuliert. Hier hört und sieht man auf weiter Flur nichts greifbares. Nur Schweigen. Diese langsam als Volkspartei abdankende, durch Merkel entkernte und entseelte Partei CDU, muss erst einmal herausfinden, was sie noch ist und was sie sein will, bevor man groß die Klappe im Sachen Bundestagswahl 2021 aufreißt. Die bescheidenen Umfragen sprechen hier ja Bände.",1
1841,"Das nennt sich nun Demokratie...jemanden in dieser Weise zu agittieren, nur weil er in einer Partei ist, die für viele jetzt das personifizierte Böse ist...und dann noch nachzuboren...in der Hoffnung, dass er sich aus der Reserve locken lässt...das hat mit Demokratie nichts zu tun. Das ist Meinungsmache auf absolut billigen Niveau...  Und Leute wie Herr Lanz und wie sie alle heißen merken nicht, dass genau sie es sind, die mit ihrer Arroganz den Nährboden für etwas schaffen was wir heute überhaupt noch nicht abschätzen können. Aber einer Sache bin ich mir sicher...gegen das, was da kommen wird wenn man so weiter macht wird die AfD ein Spielzeug sein. Versprochen.",1
1842,"Seit wann gehört Malle zu Deutschland oder was glaubt er wer er ist, für Spanien zb Entscheidungen treffen zu können. Mit Druck Aufbau hilft man hier keinen. Mag sein das es in Rostock so ist, dass eine geringe Interesse an der Impfung besteht. In anderen  Bundesländern sieht es aber anders aus. NRW kann nicht soviel verimpfen wie Nachfragen bestehen. Dann soll er doch den Impfstoff weiter geben. Das Impfen dort rein den Ärzten überlassen. Dann wird auch nicht zuviel verschwendet. ",0
1843,"Es liegt auch am Preis, denn nicht alle Familien haben genügend Geld für Lebensmittel die teurer sind.",0
1844,"Früher in meinem Sozialpädagogik -Studium wurde uns von dem Phänomen „working poor“ aus den USA berichtet. Einige Jahrzehnte später ist das auch in Deutschland Realität geworden und das mit mittlerweile zwei vollen Einkommen pro Familie. Ohne dass eine Familie unterstützt wird, z.B. durch mietfreies wohnen im Wohneigentum der Eltern, sieht es leider extrem eng aus.",0
1845,"Da wo es Probleme mit der Sprache gibt,sollte man über die Kulturvereine versuchen an die jeweiligen Landsleute heranzutreten um von dort aus Aufklärung zu betreiben",0
1846,"Einerseits gibt man den ""Schrott"" wie Astra zeneca und Johnson & Johnson für alle frei, beschwert sich dann über vermeintliche vordrängler?! Irgendwie passt das alles nicht zusammen. Die Gruppe die eigentlich für diese beiden Vakzine prioriesiert ist ist so gut wie durchgeimpft laut Medienberichten . Die Jungen sollen sich dann das Vakzin spritzen lassen das für sie die größten Nebenwirkungen verursachen kann. Diese Scheinheiligkei t ist fast nicht zu überbieten.",1
1847,Marie Hencke,0
1848,Ich wünsche allen Angehörigen viel Kraft. Gute Besserung allen Verletzten. Und mit der Bitte nicht alle Menschen die vor Krieg und Vertreibung geflohen sind mitschuldig zu machen.,0
1849,"Also ich wäre dafür, dass überhaupt keine Fußballspiele stattfinden dürfen. Soweit ich mich entsinnen kann, wurde die Pandemie von nationaler Tragweite noch nicht aufgehoben. Außerdem ist die delta MUHTATION nach Deutschland eingeschleppt worden (G7 Treffen🤣🤣🤣), und die 4. Welle wird bereits prognostiziert ❗ Die ganzen Lockerungen und public viewing sind meiner Meinung nach grob fahrlässig ❗❗❗😉🤔😄  ich möchte lediglich, dass die pandemische Lage von nationaler Tragweite für beendet erklärt wird. Alles andere ist unlogisch und reine Ablenkung und Stilllegung der Bevölkerung 😉 BROT UND SPIELE ❗",1
1850,"Warum wird nie über Genesene gesprochen? Ich habe, nach einer überstabdenen corona Infektion im November, eine Blutuntersuchun g machen lassen und habe genauso viel Antikörper wie Geimpfte. Meine Frage: werden Genesene genauso wie Geimpfte behandelt?",0
1851,Die Lufthansa hat die 9 Milliarden nicht geschenkt bekommen. Diese müssen zurück gezahlt werden und sind es zum Teil schon.,0
1852,"Liebe Nutzer*innen, unsere Gäste haben in der gestrigen Sendung über die #KFrage diskutiert. Was denken Sie zu diesem Thema? Wir freuen uns auf ihre Meinung!",0
1853,"Man sollte deutschlandweit oder zumindest bundesland-inte rn den gleichen Hebesatz nehmen, dann erübrigt sich das von ganz alleine.",0
1854,"Bei dieser Sendung ging es um Klarheit in der Sache. Fehlentscheidungen, Machenschaften in der Union und Alleingänge der Kanzlerin wurden kritisiert. Aber das Wesentliche in dieser Sendung war die Sachlichkeit und das Bemühen unserem Land zur Stabilität zu verhelfen auf breiter Front ging von Herrn Röttgen aus. So stelle ich mir den zukünftigen Bundeskanzler vor, ohne Wenn und Aber. Alles Andere wäre ein Weiterso dem Abgrund näher.",0
1855,"Wenn Wahlbetrug und Regime Change nicht funktionieren, dann halt so😡",1
1856,"Das Thema der Woche wäre eigentlich Antisemitismus gewesen.  Aber was will man von einem Sender der Tagesschau schon erwarten, die nicht darüber informiert.",0
1857,"Oh, wie unwahrscheinlic h war das, dass er gegen eine Steuer für Reiche ist. Reden wir gar nicht, auf wessen Schultern er das verdient hat 😂 Bestes Beispiel der Mann, dass wir das absolut brauchen",1
1858,"18.02.2021: ""Lauterbach lässt sich nächste Woche mit Astrazeneca impfen""  19.02.2021: ""Corona: Lauterbach sagt geplante Astrazeneca-Impfung ab - Gesundheitsexperte in Gefahr?""  16.03.2021: ""„Ich würde mich auf jeden Fall mit #AstraZeneca impfen lassen“, sagt Karl Lauterbach.""",0
1859,"Die EU muss sich mal langsam darüber Gedanken machen, unter welchen Voraussetzungen Staaten Mitglied der EU werden und bleiben können. Demokratie, Rechtsstaatlich keit und der Verzicht auf Diskriminierung wäre da ja wohl das Mindeste.",0
1860,"Die Grünen haben immer die größten Mäuler, man kann ihnen nicht zuhören ohne dass es einem schlecht wird.",1
1861,der werden schon wissen warum sie nicht landen...... die haben wohl rechtzeitig gemerkt wie Hochintelligent die Menschheit ist🤣🤣,1
1862,"bis nach panama muß man gar nicht reisen, um unfug-vorbilder zu finden. da reicht eine (kurz)reise zu unseren EU partnern und ""vorbildlichen"" freunden in holland, luxemburg, malta, portugal ( madeira ) usw. usf. vom grossen bruder lernen bedeutet schon immer siegen lernen. so lange die ""behilflichen"" medien dem ""dummen"" steuerzahler erklären, dass finanzamt würde nur ihn im blick haben und darum müsste man dort stellen abbauen oder den laden gleich ganz schließen, muß sich nicht wundern, wenn bei den dicken fischen nur alle paar jubeljahre mal jemand in die bücher sieht. wer also ""weniger"" finanzamt will, öffnet solchem steuerflucht-un fug tür und tor.",1
1863,#kisstheground sehr sehenswert und zum Thema,0
1864,Marita Schneider,0
1865,Warum bietet man dieser Rotznase eine Plattform 🤷‍♂️,1
1866,"Jetzt hat auch Kühnert den Winterschlaf beendet...Dacht e schon er hat, ohne jemals zu arbeiten, die Rente eingereicht. Die Grünen kommen schon klar, rette lieber die 15-Prozent-Part ei SPD... Mein Rat: vor der eigenen Haustür kehren...",1
1867,"Angela Merkel hat heute ihre voraussichtlich letzte Regierungserklärung gegeben. Impfungen schreiten voran und man dürfe vorsichtig optimistisch sein, sagte Merkel zur aktuellen Corona Situation: https://kurz.zdf.de/NcC/",0
1868,Dieser Herr lauterbach wäre wohl gerne das Maß aller Dinge Er vergisst mal wieder das die Politik das Vertrauen der Bevölkerung benötigt und wenn viele Staaten um Deutschland herum diesen Impfstoff einstellt das ist was falsch... er geht über Leichen.bitte mal andere Fachleute einladen haben ja genug,1
1869,"Na die politische Sommerpause ruft, da werden selbst die Faulen strebsam, ob die Gesetze und Beschlüsse letztendlich sinnvoll sind, bleibt abzuwarten ... *lach",1
1870,"Meine Meinung. Die PANDEMIE UND DIE MUTATIONEN IN WENIGEN MONATEN! ALLE VERANTWORTLICHE N VIROLOGEN SAGEN DAS SICH DIESE VIERTE WELLE DER CORONA DELTA INFEKTION DIE VIEL HOCHANSTECKENDE R IST SICH SPÄTESTENS IM HERBST NOCHEINMAL ZURÜCKMELDET! WARUM? FRAGE ICH MICH ERNSTHAFT, SETZT DIE BUNDESREGIERUNG DESHALB DIESE CO2 BEPREISUNG ZUNÄCHST NICHT AUS? VERSCHIEBT DAS GANZE UND VERBESSERT DIE MAßNAHMEN NOCH MAL! SETZT DEN UMWELTSCHUTZ DIE BEPREISUNG VON CO2 ZUNÄCHST ERST EINMAL AUS! BIS GENAU FESTSTEHT WIE SCHLIMM UNS DIESE PANDEMIE NOCHEINMAL IM HERBST 2021 ERWISCHEN WIRD! Denn eines ist doch klar, das die Arbeitsplätze sicher wieder betroffen sein werden, auch die Selbstständigen , die Unternehmer die betroffen sein werden! Die Menschen die dann wenn überhaupt Kurzarbeitergel d erhalten! Das wäre aber nur 60% des letzten Lohnes! WIE SOLL EINE HÖHERE CO2 BEPREISUNG VON ARBEITNEHMERN UND RENTNERN AUFGEFANGEN BEZAHLT WERDEN? SCHON HEUTE SIND DIE PREISE, DIE MIETEN, DAS BENZIN IM PREIS GESTIEGEN! WENN DIE POLITIKER ALLER PARTEIEN DAS INS AUGE FASSEN DAS DIESE DELTA VARIANTE UNS NOCH EINMAL IN EINER MASSIVEN WELLE ÜBERROLLT, DANN WÄRE DIESES AUFSCHIEBEN DER SCHON BESCHLOSSENEN MAßNAHMEN EINE KLEINE BERUHIGUNG FÜR DIE BEVÖLKERUNG! Denn ICH wage voraus zu Sagen, das die Menschen wenn ihnen das Wasser bis zum Hals steht, durch diese gepanten MASSIVEN ERHÖHUNGEN DER BEPREISUNG VON DER CO2 STEUERN! AUF DIE STRAßE GEHEN WERDEN! HUNDERTTAUSENDE , MILLIONEN BETROFFENER MENSCHEN! WENN EINE HOHE INZIDENZ IN GANZ DEUTSCHLAND NOCHEINMAL UNS TREFFEN WIRD! Noch kann die Politik diese Warnung von Virologen ernst nehmen! Danach handeln! DIE UMWELT DAS KLIMA IST WICHTIG! ABER SIND WIR MENSCHEN, DIE BETROFFENEN DIE SCHON JETZT ZU WENIG GELD HABEN DAS NICHT AUCH? Denkt bitte ALLE einmal darüber nach! Reiche Menschen die interessiert das nicht! WIR die wenig haben hätten gar keine andere Wahl keine andere Chance so zu handeln!",1
1871,Mitten im Kampf gegen die Delta-Variante ist der britische Gesundheitsmini ster zurückgetreten. Grund: Eine Affäre mit einer Mitarbeiterin. Hancock steht schon länger in der Kritik. Die Nachricht im Detail: https:// kurz.zdf.de/ rBzA/,0
1872,Ach die gibt es auch noch? Völlig unsichtbar geww? Was macht sie beruflich 🤭,1
1873,Ruhe in Frieden,0
1874,"Es ist eine Katastrophe, die Kanzlerin hat keine Ahnung vom P.C.R. Test... es ist kaum auszuhalten... verheerend, wenn Menschen, die keine Ahnung von Medizin oder Biologie haben, Gesundheitspoli tik machen.",1
1875,Keiner der Kandidaten ist meiner Meinung für das Amt des Kanzlers würdig. Es geht nur um den Machterhalt und nicht mehr um das wohl des Volkes. Alle Politiker haben die Nähe zum Volk verloren und leben in ihrer eigenen Traumwelt. Die Probleme des normalen Bürgers werden ignoriert oder werden übergangen. Ein Kanzler ist ein bürgernaher Mensch des Volkes dem er dienen muss und nicht umgekehrt.,0
1876,Warum werden die Biontec- Impfstoff- Nebenwirkungen nicht so medial aufgearbeitet wie die von AstraZeneca?,0
1877,Videokonferenzen sind in der Corona-Pandemie weit verbreitet. Für manche hat das offenbar den Wunsch nach Schönheits-OPs verstärkt. In den USA erlebt die Branche einen Boom: https://kurz.zdf.de/u22k/,0
1878,"Laschi 29 % ??? Ich hoffe, die Gefragten wissen, dass Frau Merkel nicht mehr kandidiert für die €DU. Ansonsten kann ich mir diese Zahlen nicht erklären. Ein weiter so, oder schlimmer, eine planlose und unkonkrete Zukunft von Laschi nach einem Kassensturz 🙈🙈 ist mit viel Unsicherheit verbunden. Wenn Laschi merkt, die Kassen sind wegen der Pandemie leer, dann wird er wahrscheinlich achselzuckend zugeben müssen, dass alles doch teurer wird 🤣🤣 Deshalb macht mir die Zahl 22 große Hoffnung ✅🍀🍀🍀🍀🍀🌻",1
1879,Kurz und knapp JA,0
1880,"Unverschämt, sobald diese wichtigste aller Fragen geklärt ist, wird der Gewinner mit aller Kraft lockern. Persönlich im Thermomix Impfstoff kochen und so Deutschland retten. Sofern es seine Sponsoren zulassen. Wenn er damit fertig ist, wird er gemeinsam mit RWE oder BMW den Klimawandel beseitigen. Habt doch mal endlich Vertrauen. Ping..... Gedulsfaden gerissen. Schon soviel verpennt und jetzt auch noch Testosteron gesteuert um die Kohle kloppen während viele ums Überleben kämpfen.",1
1881,Der Ausgang der Wahl in S. A hat nichts mit der BtW zu tun. Das kann ganz anders werden.,0
1882,"In Deutschland haben nach heutigem Stand 52,9 Prozent der Bevölkerung mindestens eine Impfdosis gegen das Corona-Virus erhalten, 34,1 Prozent sind vollständig geimpft. Wie viele in den einzelnen Bundesländern geimpft wurden, sehen Sie hier: https://kurz.zdf.de/FEOq/",0
1883,"Die Stadt München hatte die UEFA gebeten, die Allianz Arena in München beim EM-Spiel Deutschland gegen Ungarn in Regenbogenfarbe n zu beleuchten, um sich für die Rechte sexueller Minderheiten einzusetzen.",0
1884,"Eigentlich freust du dich, wenn es Sommer ist. Dann fährt dir der Schreck in die Glieder, weil das auch bedeutet, dass der Reiff wieder die Socken weglässt und seine weißen Gichtgräten in die Kamera hält. ",1
1885,"Liebe Nutzer*innen, unsere Gäste haben in der gestrigen Sendung zum Thema #Familien in der #Coronakrise diskutiert. Was sind Ihre Meinungen zum Thema? Wir freuen uns auf eine spannende Diskussion.",0
1886,"Also, Frau Lang bestätigt mir mit ihrem Geschwafel mal wieder eins : Bitte, bitte, bloß nicht die Grünen im Herbst. 🙏🙏🙏🙏🙏",1
1887,"Das hätte ich nicht so beantwortet - die anderen Staaten waren am Kriegsende in der Sowjetunion vereint, und gebe da den Herrn Kaminer teilweise recht.",0
1888,"CDU, 4mal grüne sogar 5 mal ihr seid das letzte 🤮🤮außerdem Panorama schon hundert mal Blockiert kommt immer, habt ihr zu wenig Zuschauer das ich den Dreck immer wieder sehen muss",1
1889,"Das Berliner Olympiastadion, sowie Arenen in Köln, Frankfurt am Main und Wolfsburg wollen als Rektion auf den UEFA-Beschluss heute trotzdem in den Regenbogenfarbe n leuchten.",0
1890,"Liebe Nutzer*innen, wie haben Sie die Diskussion erlebt? Wir freuen uns auf Ihre Kommentare und Anregungen.",0
1891,"Oh mann, der mann hat keine ahnung ... typisch ""unternehmer"" mit billigen löhnen ... 10 euro die stunde reicht doch ... so'ne menschen gehören eingesperrt und nicht in unternehmerisch er verantwortung ... und immer diese weiterbildungsd ebatte ... auch jemand, der friseur oder pflegekraft ist und das gerne macht, muss ordentlich bezahlt werden, warum muss sich ein friseur weiterbilden, dadurch bekommt er/sie in der regel auch nixht mehr geld ?! ... fazit: schickt die union in die opposition, für eine sinnvolle und gerechte lohnpolitik ...",1
1892,"Mein Erfolgserlebnis ist, dass ich gesund und noch am Leben bin.",0
1893,"Wo bleibt der Impfstoff und wann wird endlich geimpft über den Hausarzt. Mehr muss man diese Schwätzer in unserem Bundestag nicht mehr fragen. Und Herr Röttgen Riset sie haben Recht AfD wählen, dann werden die Seilschaften der Selbsbereicherung mal für kurze Zeit aufgebrochen. Und dann merken liebes Wahlvolk. Niemand zu lang regieren lassen. Und die Privilegien dieser unfähigen Männer und Frauen in Justiz und Altersversorgung mal um 50% abbauen.",1
1894,Die hat einen an der 🤦🏻‍♀️ Und Maischbergers Marathon Corona Abo Schwätzern Talk Show wird langsam zum Alptraum,1
1895,"An Alle die Jung und Alt gegeneinander ausspielen! Ihr werdet hoffentlich auch mal alt und ich wünsche euch nicht, das man dann euch das Gefühl gibt das ihr ja eh nur noch ein paar Jahre habt und doch zu Gunsten der jüngeren Generation, auf Gesundheit verzichten sollt ! Jeder soll so schnell wie möglich geimpft werden - aber eine bestimmte Altersgruppe für die Fehler der Politik verantwortlich zu machen - Schämt euch !!! Ich bin übrigens auch älter, noch nicht geimpft, bin seit anderthalb Jahren, bis auf's einkaufen, nur zu Hause (53qm), halte mich strikt an alle Regeln, war vor 30 Jahren das letzte Mal im Urlaub, gehe nicht feiern, treffe mich nicht mit Freunden - und habe mich nicht beklagt, habe einfach nur Angst vor dieser furchtbaren Krankheit und trotzdem wäre ich niemals neidisch auf einen Jüngeren weil er vor mir geimpft wurde! Diese Debatte ist einfach UNERTRÄGLICH !!!",1
1896,"Mein Vater war in den 60er Leitender Angestellter in einen Hüttenwerk. Sein Gehalt war 10x so hoch wie der Lohn eines Arbeiters. Das war völlig ok, denn er hatte studiert und hatte die ganze Verantwortung. Heute ist jeder, der in einer Führungsposition ist Manager, d. h. exorbitante Gehälter, 100x mehr als ein normaler Angestellter. Das ist pervers! Die bekommen so viel Geld, selbst wenn die prassen, bleibt am Ende des Monats noch soviel über, dass davon eine Zahl von Angestellten ihr Gehalt bekommen könnten. Bei einer Krankenkasse müssen dieses abartige Gehalt die Mitglieder tragen und das ist die Sauerei, allein das treibt die Lohnnebenkosten so hoch! ",1
1897,Aber es gibt ja keinen Klimawandel,0
1898,"Frage an Herrn Lauterbach: Wenn nun nach 6 Monaten eine Auffrischung der Impfung notwendig wird, wann haben dann Menschen die keiner Prio-Gruppe angehören die Möglichkeit der Impfung? Sollen diese Menschen bis zum St.-Nimmerleins tag in ihren Rechten eingeschränkt bleiben weil dann die Priorisierung wieder von vorne losgeht?",0
1899,"Ich vertraue bei den nicht nachvollziehbar en Coronamaßnahmen der Politik gar nicht mehr. Lehrer werden bevorzugt. Warum nicht die Verkäufer/ innen, die jeden Tag deutlich länger mit Kunden Kontakt haben? Der Drogeriemarkt darf alles verkaufen ohne Termin, der Laden daneben nur mit Termin. Das Flugzeug ist eng und vollbesetzt. Mit dem Auto ins Ferienhaus an die Ostsee darf man nicht. Die Politik versagt auf ganzer Linie. Dann noch das Versagen mit der Beschaffung des Impfstoffs oder den Tests. Und dazu trägt die SPD genauso bei. Und wenn Herr Ziemiak glaubt, daß ausschließlich die Maskenaffäre am Wahlergebnis schuld wäre, dann liegt er falsch. Es ist die schlechte Coronapolitik und die SPD ist auch weit weg von der Realität. Gewinnen in Rheinland-Pfalz zwar, aber in Baden-Württembe rg haben sie gerade mal 11%!!! Armes Deutschland!",1
1900,"Ich bin froh, dass keine wirklich kritischen Gäste eingeladen werden ... es könnte ja sonst die Zuschauer verunsichern ... schließlich soll niemand zweifeln ! Danke",0
1901,"Wer kann sich noch an das Versprechen erinnern, es wird keine impfpflicht geben, von allen Politikern! Wer was anderes sagt war Verschwörer! Nun wird die Impfung mit einem geregelten Schuljahr in Verbindung gebracht! Aha!  CSU-Chef! Ziel müsse sein, das nächste Schuljahr gut auf den Weg zu bringen. Sobald der Biontech-Impfst off ab einem Alter von zwölf Jahren zugelassen sei, seien großflächig Schulimpfungen vorzusehen.",1
1902,Wo ist die Parallele zu ziehen zwischen Thrombose bei Coviderkrankung und Thrombose bei Impfung?,0
1903,"Liebe Nutzer*innen, wir freuen uns auf einen spannenden/intensiven Austausch und gute Gespräche. ",0
1904,"Liebe Community, wie immer gilt: Diffamierungen und Hasspropaganda sind auf dieser Seite nicht erwünscht. Bitte halten Sie sich an unsere Netiquette und beteiligen Sie sich sachlich und fair an der Diskussion. Die ZDF-Netiquette finden Sie hier: https://kurz.zdf.de/Da2/",0
1905,"Interessanter wäre es, mit welchem Recht man es begründet, wieso man Impfunwillige weiterhin ausschließt, wenn doch jeder ein Impfangebot hatte. Da es keine Impfpflicht gibt, müssten sämtliche Maßnahmen/ Einschränkungen ab dem Zeitpunkt hinfällig sein.",0
1906,"Die Sehnsucht nach noch mehr illegaler Einwanderung , Kriminalität , No go Areas , Verboten , Freiheitseinsch ränkungen , Steuererhöhunge n , finanziellen Einschränkungen , Totalitarismus usw muss in diesen Bundesländern besonders ausgeprägt sein . Anders sind diese Wahlausgänge nicht zu erklären . Herzlichen Glückwunsch zum gewählten Untergang ! .............. Unfassbar Dumm ............... Wenigstens musste Mutti die Wahlen diesmal nicht rückgängig machen .",1
1907,"Danke für diesen tollen Beitrag. Es erfreut mein Herz wenn ich diese Zeilen lesen.Würde mich gerne integrieren,denn mit Musik kommt Freude und Frieden in uns.  Was gibt es schöneres!",0
1908,Der Hintergrund: Ein Mann hat in Würzburg scheinbar wahllos Passanten attackiert und mehrere Menschen getötet. Nach Polizeiangaben vom Freitag wurden zudem weitere Menschen verletzt. Mit genauen Informationen hielten sich die Ermittler zunächst zurück. Die Hintergründe der Attacke mitten in der Innenstadt waren zunächst unklar. Ein Großteil des Gebietes wurde am Nachmittag abgeriegelt.,0
1909,Noch so ein selbstverliebte s Miststpck die auf der perfekt trendigen Corona-Welle reitet! Heute wurde bekannt das der erste Mann in England an der BionTech-Corona -Impfung gestorben ist - ein geschlagenes halbes Jahr später! Und sowas soll man noch Kinder spritzen?!😡👊 Im Juristendeutsch gibt es einen Fachbegriff für derlei tödliche Fahrlässigkeit: Totschlag. Dieser Begriff sollte der Dame auch längst bekannt sein.😠😡💣💥,1
1910,"Ich finde es richtig - wer aber unbedingt damit geimpft werden möchte und das Risiko in Kauf nehmen will, der sollte den Impfstoff bekommen., wer unterschreibt, dass er keinerlei Ansprüche erhebt, solle er einen Impfschaden erleiden. So hat jeder seinen Willen.",0
1911,Gar keiner von der Union. Wir brauchen ein soziales und solidarisches Deutschland und keine korrupten und arroganten von der Union!!!,1
1912,"""Manche Hähne glauben, dass die Sonne ihretwegen aufgeht""🙄 (Theodor Fontane)  Arrogante Leute neigen dazu ihre Mitmenschen ab zuwerten, um sich selbst besser darzustellen!🤔",1
1913,"Immer wieder zu beobachten. Die Partei, die den höchsten Mindestlohn anbietet, wird von den anderen Parteien diffamiert... Und es werden immer wieder die Parteien gewählt die den niedrigsten Mindestlohn anbieten. ""Die aller dümmsten Kälber, wählen ihren Schlächter selber""",1
1914,ja wer hat denn den schon wieder aus dem Bällebad gelassen...zack und schon Labert er wieder...,1
