,Unnamed: 0,comment_text,Sub1_Toxic
1580,2410,"Die Schere geht so schnell auseinander, weil Lohnerhöhungen in Prozenten angehoben werden. Wer 10000 Euro im Monat verdient und 3% Lohnerhöhung bekommt, hat 300€ Mehr. Wer 1000€ hat, bekommt nur 30€ mehr. Rechnet man das auf 10 Jahre hoch, hat der mit 10000€ nach 10 Jahren ca. 14000€ aber der mit 1000€ nur 1400€. So geht die Schere Jahr für Jahr auseinander.",0
345,537,"Mich persönlich interessiert, woher die Idee kommt, finanziell Schwächere müssten die Städte verlassen... -Wo gibt es denn bitte so viel Leerstand -Wie weit sollten die oft Gehbehinderten Rentner, Alleinerziehende Mütter, Arbeitsunfähige ect weg ziehen? Aus dem Sichtfeld und das Problem ist gelöst?",0
2702,327,"die Fakten....Vor lauter Meckerei begreift keiner worum es eigentlich wirklich geht. ....die Entwicklung im Ausland ist den Deutschen um Jahre voraus. China hat im letzten Jahr eine Quote für E-fahrzeuge eingeführt. China ist unser Exportland Nr 1. Norwegen und Schweden wollen schon in 10 Jahren Verbrennungsmotoren ganz verbieten. Durch die Erpressung von Trump investieren unsere Autobauer viele Milliarden für e Fahrzeuge in Amerika. Amerika ist unser Exportland Nr 2....von Mercedes läuft schon seit letzten Jahr in China, Elektroautos vom Band. BMW investiert in China über 6.5Milliarden Euro. 3 Milliarden in ein bestehendes Werk und 3.5 Milliarden in ein neues Werk für e-fahrzeuge. Ich glaube wenn das so weitergeht, kann sich jeder ausmalen was passiert wenn dieser Markt für Verbrennungsmotoren im Ausland einbricht. Ca. 85% von unseren Fahrzeugen gehen in den Export. In einigen Jahren werden wir ein Deutsches Fahrzeug einführen müssen. Das Dieselverbot ist nicht's anderes als uns langsam darauf vorzubereiten. Es findet ein gewaltiger Strukturwandel statt, was aus dem Ausland auf uns rüber kommt...die Umwelt spielt dabei nur eine Nebenrolle...unsere Autobauer haben das inzwischen erkannt und investieren fleissig Millarden im Ausland, weil in Deutschland zu viel gemeckert wird...der große Knall steht uns noch bevor....kurz: während wir in Deutschland nur meckern, investieren unsere Autoindustrie fleissig im Ausland....der Zug hat sich im Ausland schon längst in Bewegung gesetzt. Die Frage ist: können wir überhaupt noch aufspringen????..das grosse Meckern und Jammern kommt erst noch, wenn die Nachfrage im Ausland nach unseren Verbrennungsmotoren in den Keller fällt. Unserer Autoindustrie ist es dann wurscht, die haben ja im Ausland fleissig inverstiert. Dann gehen eben Deutsche Fahrzeuge vom Ausland aus in den Export.",1
3363,2213,"@USER schäm Dich, Triebtier*in!",1
1049,1599,"""Sicherheit ist durch die gestiegene Kriminalität vor allem bei Bspw. Körperverletzung und Vergewaltigung schlechter geworden, die Justiz verfolgt viele Straftaten wegen Überlastung nicht mehr, es gibt mehr Homophobie, Judenhass und Islamisierung,..."" Klar bringen über 1 Million neue Menschen in Deutschland auch mehr Probleme mit sich. Diese verstärken sich auch massiv dadurch, dass noch vor der Flüchtlingskriese über 20.000 Stellen bei der Polizei gestrichen worden sind.",0
717,1080,Unerträglich diese Frau,0
514,783,"Was sollen das für Geschenke an die Rentner bloß sein ! Den Rentnern wurde die Rente geklaut , müsste es heißen .",0
177,269,"Alles, alles Gute weiterhin 😉👍 Ein echter Lichtblick in Sachen sympathischer/m Ausstrahlung/Auftreten in der Sendung 😊",0
336,521,"@USER was soll wann verboten werden? Wer hat es diskutiert? Ich erinner mich nur an eine Bildzeitungaschlagzeile ""Grüne wollen uns das Fleisch verbieten"" weil ein Veggie Donnerstag in öffentlichen Kantinen vorgeschlagen wurde. Mehr Rumgepupe als Gehalt, wenn sie mich fragen.",0
1322,2034,"@USER Meinetwegen hätte man eine große Offensive starten können, um Menschen als potentielle Spender zu gewinnen. Zum Beispiel über die Hausärzte. Alle zu informieren und abzufragen, bestens. Auch für Blutbank etc. Aber nicht per Gesetz zum, wie gesagt, Ersatzteillager machen, das ist überhaupt nicht okay. Stellen Sie sich vor, man würde per Gesetz nach seinem Ableben an die Unis geschickt werden als Übungsmaterial für Studenten - es sei denn, man widerspräche. Und dann weiß man noch nicht mal, ob der eigene Wille respektiert wird... Nein, das muss alles freiwillig sein.",0
2656,173,"@USER sorry, aber Sie sind Realitätsfremd und versuchen gerade fanatisch, mein Kommentar zu relativieren und entkräftigen! Ja, in Pflegeheimen und auch in der Ambulanten Pflege leiden Millionen Menschen an den Folgen der Politik der letzten Jahren!",1
1910,600,Die Grünen helfen ihren Flüchtlingen dann im Mittelmeer mit Ihrem Fahrad 😂😂😂😂😂,1
2932,1017,"@USER na was war es denn das sie zuerst für den Verbleib war, aber dann im Amt dann sagte sie müßte den willen des Volkes vollziehen,..wow..oder die wahlen..",1
2173,1387,"Das entspringt Ihrer puren Fantasie, denn man kann durchaus beides parallel kritisieren, wovon tatsächlich viele Menschen hierzulande Gebrauch machen. Das hat nur gerade überhaupt nichts mit dem Thema der Sendung, in der es um Rechtsterrorismus geht, zu tun.",1
1446,2216,"@USER Es bedient das AfDer-Narrativ vom ""Biodeutschen"" der etwas Anderes (eigentlich Besseres) ist, als der ""Passdeutsche"".",0
1980,822,@USER umschalten - was ist daran so schwer?,1
2056,1063,Und wer gab der Frau diese Bücher? Die @MODERATOR*in?,1
2683,247,Nein echt zu solchen Themen sollten wirklich nur Politiker oder Wissenschaftler (Border-Sinn usw) eingeladen werden und zum Thema - sind Kabarettisten die besseren Politiker zb - H. Schroeder 😉,1
27,44,"@USER Wenn Sie Sekte mit Gemeinwohldenken verwechseln, dann vielleicht! Dass mich Menschen nicht ernst nehmen, die rein materiell eingestellt sind, bin ich gewohnt. Ist nichts Neues. Daher haben wir heute aber auch die Welt, die wir haben! Diese Leute stehen sich alle selbst im Weg, die eine bessere Welt wünschen aber über Leichen gehen.",0
927,1413,"@USER Wenn das der Fall wäre, weshalb habe ich dann, die ich mich jahrelang jetzt intensiv mit Politik beschäftigt hatte, davon nichts mitbekommen? Und weshalb wird dann dieses Thema in Talkshows gar nicht angesprochen?",0
2768,498,"Was sollen sie auch sonst bringen? Die Knackpunkte in der deutschen Politik werden doch gern außen vorgelassen. Frau Merkel - regiert die eigentlich noch - wird überhaupt nicht angegriffen.Da stürzt man sich eben gern auf das vermeintliche Versagen ausländischer Politiker. Außerdem, und das ist das Entscheidende, muss dem Bürger immer wieder eingehämmert werden, wie schädlich ein Austritt aus dem ""Elitenverband"" EU sein wird...",1
1740,127,"Man kann es immer wieder sehen, die AfD ist immer für alles verantwortlich und wohl auch für die schlechten Wahlergebnisse für die Volksparteien? Die AfD gibt es nur, weil die Volksparteien mit ihre schlechten Politik dafür gesorgt haben. Wieso sind eigentlich Leute die früher in der CDU waren, jetzt in der AfD wie auch Herr Gauland????",1
3309,2042,Und die EU zahlen können sie selbst googeln. Zuzug und Abgang. Ich muss nicht jedem Doofen die ARbeit abnehmen.,1
735,1104,einer gegen alle - und gewinnt!!,0
1082,1646,"Man kann natürlich den Kopf über alles schütteln. Fakt ist aber schlicht und ergreifend, dass die junge Frau Recht hat. Es muss sich etwas ändern an unserer Art, mit unserer Umwelt und den natürlichen Ressourcen umzugehen",0
2202,1464,@USER ein bisserl auswendig gelernt hat er mittlerweile. Aber auf keine Frage wollte oder konnte er direkt antworten. Peinlich.,1
317,487,Keine blöde Frage.,0
3129,1545,"Und egal welche Talkshow Du einschaltest, diese Tussi ohne Abschluß glotzt immer aus der Röhre und verbreitet ihren Mist.",1
964,1471,"@MEDIUM mir ist neu, dass der WDR sich gegen ""Frighday for Future"" einsetzt! Nein Sie fordern die Schüler auf, am Schule schwänzen teil zu nehmen!",0
3383,2263,"Richtig, habe jetzt ausgeschaltet, kann das Gör einfach nicht anhören...",1
2488,2267,für sie einen Tschador..sofort..,1
2070,1110,Ich dürfte in dieser Sendung nicht eingeladen sein. Das hat mit dem normalen Menschnverstand nichts mehr zu tun.,1
809,1220,@USER .Nein noch nie,0
3377,2248,Dann wird er immer dazwischen reden wenn ihm eine andere Meinung nicht passt. Verdient er beim ZDF nicht mehr genügend?,1
2857,766,"""Sie an die Gleichberechtigung von Frau und Mann oder den Umgang mit Homosexuellen."" Und das aus dem Mund eines CDUers. Wie heuchlerisch. AKK würde die Ehe für alle sofort rückgängig machen, wenn sie es könnte.",1
1974,805,"@MEDIUM Und eine absolute Frechheit hier von ""idiologisch-gefärbten Informationen"" zu schreiben, wenn es nachvollziehbar die Zahlen vom BAMF sind, wie sie auch hätten erkennen können, wenn sie ein bisschen besser hingeschaut hätten. Unverschämtheit!",1
627,934,"Natürlich nicht . . . Sie hat von Deutschland gesprochen , also von unserem Land . . . Ich habe mir erlaubt nachzufragen , ob ich ihre Ausführungen richtig verstanden habe und zu diesem Zwecke Beispiele gebildet . . . Eine überzeugende Antwort auf diese Frage habe ich bislang leider nicht bekommen . . .",0
212,313,"Ich frage mich wo das Programm der Grünen zur Verbesserung des Klimas ist? Hat jemand einen Link dazu? Im Übrigen wäre eine CO2-Steuer die ungerechteste Steuer von allen. Es trifft alle - vor allem die die nichts haben. Die Grünen machen nach Hartz4 dort weiter, wo sie damals in der Regierung aufgehört haben. Erst wenn es zu spät ist, kommt bei den Menschen das erwachen.",0
826,1250,@USER Die ist mir auch zu Aggro.,0
2374,1947,"Ihr lacht über wissenschaftliche Experimente? Oder ist das mehr ein irres Lachen darüber, dass Ihr geschockt seid angesichts dessen, was Euch da offenbart wird?",1
3136,1572,"@USER kein Mensch kann etwas dafür, wenn Sie das intellektuell nicht verarbeiten können.",1
1127,1715,@USER sie hätten nicht nur wegen Ihres Vornamens die Rolle des Alfreds in „Ein Herz und eine Seele“ übernehmen können 🙂,0
1329,2048,Es wird noch schlimmer✊,0
2377,1954,ich rede von den Ländern die besetzt wurden vom Islam !!!!!!!! Oh Mann . Geschichte und Politik ist nicht dein Fachgebiet,1
1196,1820,@USER Die Hessen-Grünen beschlossen zusammen mit CDU gegen SPD die NSU-Akten 120Jahre verschwinden zu lassen. Das Wort Demokratie dürfen Grüne somit nicht mehr in den Mund nehmen!,0
781,1174,Wir hatten die Bravo und Dr. Sommer...... das reichte voll und ganz. Diese ganze Genderdiskussion ist in meinen Augen unnütz und maßlos übertrieben. Als wenn wir sonst keine Probleme im Land haben.,0
2267,1661,Das war ein typisches Plappermaul der Grünen. Da gibt es leider einige davon. Kann man leider nicht ernst nehmen.,1
2469,2218,@USER 1. Gibt es keine Vollverschleierte swingerclub. 2.bin ich kein muselman :) 3. Geht ruhig ins swingerclub und versaut euch so euer Gesellschaft während die migranten schön anständig heiraten und sich vermehren wie die kanikel :) Deutschland schafft sich von selber ab muhahhah,1
1557,2380,"Gute Kritik, doch wir brauchen nicht nur 13 Euro Mindestlohn (12,68€ Pro Stunde benötigt man laut Bundesregierung um nicht auf Hartz4 angewiesen sein zu müssen) Sondern wir benötigen auch eine sanktionsfreie Mindestsicherung, oder ein Grundeinkommen, für all diejenigen, die kaum oder gar nicht gearbeitet haben bzw. konnten. Jeder Mensch hat das recht auf ein menschenwürdiges Leben mit Teilhabe an der Gesellschaft.",0
2031,994,Der VW der kleine Stinker ist also schuld am Klimawandel...,1
2796,568,"@USER in eurer verzweifelten Wut stürzt ihr euch auf alles, hä ?",1
2314,1794,"Ihr Linksgrünen seid inzwischen wie eine religiöse Sekte. Und ihr steckt mit der anderen bösartigen religiösen Sekte unter einer Decke. Greta und Mohammed, Hand in Hand.",1
1935,675,"@USER ja ich grenze mich ab von diesen ganzen Dummschwätzer Gesellschaft. Schlitzohr numero 2. Um fair zu bleiben , ich hab nichts gegen normale bürger die kein Unterschied zwischen migranten und bio deutschen machen . Do you understand what I mean ? If yes please thumbs up 👍",1
2700,321,"@USER die ist genauso wie die grüne Anna Lena, lässt auch keinen zu Wort kommen.Armes Deutschland 😰",1
3304,2029,"Der ""Erfolg"" der Grünen liegt eindeutig zum einen in der Schwäche der anderen Parteien als auch in der Tatsache begründet das sie auf eine fast völlig unkritische Medienlandschaft stossen, die ihren Job der kritischen Nachfrage und Analyse nicht mehr macht. Das spielen auf der Klaviatur der moralischen Empörung beherrschen die Grünen wie kaum eine andere Partei und es gelingt ihnen durch das beständige zeigen auf andere von ihren eigenen Schwächen und Fehlern abzulenken.",1
2979,1155,"Afd Hetze und Grünpropaganda bei ARD und ZDF. Seit Monaten diese permanente Verletzung des §11,2 Rundfunkstaatsvertrag, Ausgewogenheit!!! Leute Boykottiert die Zwangsgebühren!",1
1549,2371,"@USER zähl mal bitte bis 3 -die Grünen haben beschlossen, zusammen mit CDU gegen SPD, die NSU-Akten 120Jahre schmoren zu lassen - das ist wahre Demokratie gelle ... 456...",0
1344,2069,@USER! Stimmt leider.,0
2498,2302,"@USER wo sonst bekommt man stütze von staat? Ich wäre doch total bescheuert wenn ich das geld nicht annehmen würde. Mein Rhythmus siet so aus , halbes jahr hartz4 4 spaaren dann paar monate ab nach thailand 👍",1
2944,1040,"@USER Und was war Mao? Ach, guck mal: Kommunist. Diese feingeistige Differenzierung spare ich mir mal. Verstehen die meisten sowieso nicht.",1
1000,1530,einer gegen alle - und gewinnt!,0
3142,1594,"Dann mal los @USER, werde Vorstandsvorsitzende, oder noch besser, werde Aufsichtsrätin. Könnte natürlich auch sein, dass du da aufgrund der ""falschen"" Familie, sprich nicht mit der halben Welt verwandt bist oder wie auch immer mit in Kontakt stehst, nichts werden wirst. Dazu musst du nicht mal auf Konzernebene gehen, KMU sind da nicht besser. Guck dir einfach mal spontan aus einer Stadt die du nicht kennst 10 Mittelständler aus. Mittelstand bedeutet mehr als 50 Mitarbeiter bis maximal 250 Mitarbeiter. Vermutlich nicht mehr als zwei Frauen. Und das liegt nicht am Nichtkönnen oder Nichtwollen, sondern eben an unserer Erziehung und der daraus resultierenden Hierarchie. Alle stört's, aber keiner will, außer verbal, etwas dagegen tun oder ändern, weder Frauen noch Männer. Außer ""das ist so schlimm"" kommt fast nix. Ich kann daher dieses ""aber wir armen Frauen"" nicht mehr ab. Ich finde dieses zweierlei Maß zum kotzen, aber dieses Duckmäusertum von Frauen, ganz nach dem Motto ""das stört uns, aber sagen da nur ganz leise was dazu und verhalten uns ganz unauffällig, damit uns keiner bemerkt"". Ich arbeite auch erst seit knapp dreißig Jahren, da hat sich nicht wirklich viel geändert in den letzten Jahren. Und ich hab in Kleinunternehmen bis hin zu Konzernen gearbeitet. Daher bin ich amüsiert, dass das heutzutage Quoten geregelt werden muss. Ich hatte immer Chefinnen in allen Berufsjahren, aber primär Männer. Ob mein Chef jetzt Mann, Frau oder Divers ist, ist mir herzlich egal, er muss Wissen haben, führen können, also das Unternehmen und vor allem die Mitarbeiter. Und das hat nix mit dem Geschlecht zu tun. Nicht jeder der eine Führungskraft ist, ist auch in der Lage die Mitarbeiter zu führen.",1
2804,595,Pöbeln gegen Politikwissenschaftler - so primitiv läuft das bei AfD-Anhängern.,1
3310,2043,... und : #NEIN ! ⛔ dieses ist #KEINE HETZE ! ⚠ ... dieses sind #TATSACHEN und #FAKTEN ! ⚠ ... über DAS was jeden Tag in Deutschland passiert ! ⚠ und was ARD & ZDF #VERSCHWEIGEN und #VERTUSCHEN ! ⛔,1
2832,683,@USER .Ist alles bekannt. Wollen aber die Grünen nicht hören weil egal,1
3044,1316,Weswegen war in dieser Sendung niemand von der AfD? #Staatsfunk #Nannyjournalismus #ichbinhier,1
1018,1554,"Um selbst auf einem Dorf ein Haus zu bauen , müsste man 300000--400000 Euro haben oder aufnehmen . Das ist nichts für einfache Verdiener ohne Beamtenstatus . Junge Familien ,wo Eltern oder Oma noch was drauflegen und beide gut verdienen , ja die werden bauen können und auch die werden in den Genuss kommen , aus Steuermitteln ,auch von Arbeitnehmern die nie im Leben auf einen grünen Zweig kommen , das Baukindergeld zubekommen. Es wird nicht 1 Haus mehr oder weniger ,wegen dem Baukindergeld gekauft oder gebaut . Aber das Geld ist weg, natürlich nicht bei den die es wirklich gebrauchen könnten.",0
1301,2000,"@USER und das rechtfertigt Rechtsextremismus und Rassismus übelster Art? Das ist das Einzige, was die AfD kann: relativieren. Könnte man heute wieder sehr gut erkennen.",0
1365,2096,Genau! Hat noch nie jemand richtig gemacht. Aber wir schaffen das dieses mal!,0
2049,1043,@MEDIUM ist Fake,1
1535,2350,N@ger darfst Du Heute in Deutschland nicht sagen aber man darf jede als Nazi beschimpfen!,0
2551,2471,Da Kevin Buale mechd a midspuin und danoch wieda in sei Betterl 'brachd wern,1
1028,1567,"Nun. Ich bin in Rheinland-Pfalz geboren, aufgewachsen in Norddeutschland und lebe seit 26 Jahren in Nordrhein-Westfalen. Meine Heimat ist Norddeutschland.",0
723,1089,"Immobilien durch Arbeit, wenn die erdrückende Abgabenlast sowie sehr teuere gesetzliche Auflagen durch den Staat nicht wären!!",0
1799,311,"Das würde eine Sogwirkung auf die Flüchtlingsströme ausüben, die noch schlimmer wäre, als alles dagewesene. Die müssen ja per Gesetz das Gleiche bekommen, wie die Bestandsbürger.",1
1979,819,":-) sorry, um auf dein Niveu zu kommen müsste ich erst einen 10 Meter tiefen Keller ausheben. Ich kenne Menschenfeinde, wich dich. Fakten sind euch scheiß egal. Was ihr wollt ist nur auf hilfesuchende Menschen drauf prügeln Wenn es keine Flüchtlinge mehr gibt, dann geht ihr auf die Obdachlosen, Hartz 4 Empfänger und Arbeitslose. Ihr wollt die Welt nur brennen sehen.",1
2220,1510,@USER Ja Ok aber dann muss man auch die Lebensweise des neuen Heimatlandes akzeptieren und versuchen sich hier anzupassen. Viele sind schon 30 Jahre hier und reden kein Wort Deutsch .Kann nicht sein .Aber die wollen nur ins Sozialsystem,1
1976,812,@USER achso die Leute sollen doch dann Auto und Versicherung leisten. Super Idee Brain. 🙈🙈🙈🙈,1
3084,1425,@USER zu einfach 😁,1
3385,2269,Wie kann man diese Kabarettisten einladen wenn es um Politik geht - oh man 🙈🙈,1
2764,486,@USER wieder einmal ein Rechtsaußen in der Opferrolle. Peinlich.,1
3294,2004,"@USER Die Frage bleibt, durch Wen!!!",1
2939,1028,Fragt man die Grünen haben sie auch keine Antwort. Die wollen nur verbieten und steuern und abgaben erhöhen,1
976,1494,"Danke, dieses Kompliment nehme ich gerne an.",0
2819,641,Es geht um die Dauerhetze bei ARD und ZDF gegen alles Oppositionelle und die Folgen für die Abschaffung der pluralistischen Demokratie und nicht um mich!,1
1867,485,Solltest dich schämen. Uni Stuttgart. Aber Uni hat auch schon lange nichts mehr mit Intelligenz zu tun. Lach.,1
1161,1765,@USER Nicht postum! (Hoffentlich). Postwendend wahrscheinlich?,0
3201,1771,"...ja wenn die Barley kommt, wird bestimmt alles gut...😂😄🙈",1
2666,213,"Die Ausstrahlung dieser Sendung - insbesondere das absolut vollkommen unmögliche Auftreten und Verhalten dieser aggressiven #TÜRKIN * hat mehr als deutlich gezeigt, dass die Integration von #AUSLÄNDERN ganz klar #GESCHEITERT ist ! ⛔ die ARD hat durch diese überaus peinliche Talkrunde der AfD zu #TAUSENDEN ! ⚠ weiteren AfD - Wählern verholfen ! ⚠ Macht nur weiter so ! 👍 ( * türkisch - stämmig ! ) 👳",1
855,1297,"@USER das und und finde ich auch sehr wichtig, denn da gibt es leider noch einiges mehr - traurig finde ich das.",0
3072,1393,der Einäugige unter den Blinden rennt auch dem Fähnchen nach!!,1
3049,1334,@USER Bullshit,1
137,205,@USER Der hat aber sein üppiges Gehalt im Griff . Diese Ausgabe konnte man voll in der Tonne hauen.....,0
2319,1813,@USER ihr regt eucj wegen erdogan auf aber wählt die merkel!! Hahhahhahahahahhaha also bitte wie assozial :D,1
2644,145,"@USER Vielleicht sind Sie Zufall, ich bin ein Wunschkind, das gibt es noch und Sperma war es nicht - sondern eine Spermie und man lästert nicht über den Glauben. Wäre ich eine Muslima würden Sie sich mit Sicherheit anderes äußern.",1
2119,1240,"Da haben sie Recht. Die meisten Kinder gehen mit, weil es schick ist und man legal Schule schwänzen kann. Ohne den Hyp und die Organisation der Vereine würde kein Schüler die Schule schwänzen für die vermeintliche Zukunft. Seltsamerweise wurden die Freitagsdemos wärend der Ferien ausgesetzt, damit die Kinder schön in Urlaub fliegen konnten.",1
3350,2176,es sollte auch teuer kommen nur politische heiße Luft zu verbreiten..😂,1
897,1362,"Er ist ein völkischer Nationalist mit stramm antidemokratischer Ausrichtung, @USER.",0
2846,733,"@USER Was habe ich mit dem Faschisten Erdogan zu tun? Und Dein Beileid kannst Du Dir hinschieben, wo die Sonne nie scheint.",1
2408,2029,"Der ""Erfolg"" der Grünen liegt eindeutig zum einen in der Schwäche der anderen Parteien als auch in der Tatsache begründet das sie auf eine fast völlig unkritische Medienlandschaft stossen, die ihren Job der kritischen Nachfrage und Analyse nicht mehr macht. Das spielen auf der Klaviatur der moralischen Empörung beherrschen die Grünen wie kaum eine andere Partei und es gelingt ihnen durch das beständige zeigen auf andere von ihren eigenen Schwächen und Fehlern abzulenken.",1
3026,1273,@USER ...sprach die AfD Schule des Lebens Abgängerin! 🤦‍♀️,1
1180,1796,Es geht in der sozialen Marktwirtschaft generell um Angebot und Nachfrage! Die Menschen drängen in die Ballungsraeume. Da geht es nicht nur darum nah am Arbeitsplatz zu sein.Man sollte als Staat in die Infrastruktur der ländlichen Regionen investieren. Dort gibt es genug guenstigen Wohnraum und Leerstand. Mehr Industrie und Dienstleister dorthin durch Steuererleichterungen und schon ist die grosse Nachfrage in den Ballungszentren abgeschwaecht.Die Mieten gehen runter.,0
1191,1811,Der Brexit ist ein Exit ohne BR(iten),0
796,1194,"Oder auch sanieren, Leerstand beseitigen? Muss das Land immer mehr verbaut werden? Ist das echt die Lösung?",0
2555,2482,"Wie dumm kann man sein? Die politische Mitte besteht zu gleichen Maßen aus Rechts und Links. Da die kompletten Etablierten sich weit nach Links gerückt sind, wurde die Mitte frei. Die AfD vertritt die Positionen, die die CDU vor Jahren noch hatte. Und deshalb ist die AfD die einzige momentane politische Mitte. Konservativ, freiheitlich, patriotisch.",1
332,511,"Also bin ich als Deutscher dann in Deutschland nicht mehr in der Heimat, weil von diversen Menschen ein moralisches Schuldenpfinden verlangt wird, weil man hier geboren wurde, oder man sonst dem braun-blauen Tross zugehört?!",0
1806,327,"die Fakten....Vor lauter Meckerei begreift keiner worum es eigentlich wirklich geht. ....die Entwicklung im Ausland ist den Deutschen um Jahre voraus. China hat im letzten Jahr eine Quote für E-fahrzeuge eingeführt. China ist unser Exportland Nr 1. Norwegen und Schweden wollen schon in 10 Jahren Verbrennungsmotoren ganz verbieten. Durch die Erpressung von Trump investieren unsere Autobauer viele Milliarden für e Fahrzeuge in Amerika. Amerika ist unser Exportland Nr 2....von Mercedes läuft schon seit letzten Jahr in China, Elektroautos vom Band. BMW investiert in China über 6.5Milliarden Euro. 3 Milliarden in ein bestehendes Werk und 3.5 Milliarden in ein neues Werk für e-fahrzeuge. Ich glaube wenn das so weitergeht, kann sich jeder ausmalen was passiert wenn dieser Markt für Verbrennungsmotoren im Ausland einbricht. Ca. 85% von unseren Fahrzeugen gehen in den Export. In einigen Jahren werden wir ein Deutsches Fahrzeug einführen müssen. Das Dieselverbot ist nicht's anderes als uns langsam darauf vorzubereiten. Es findet ein gewaltiger Strukturwandel statt, was aus dem Ausland auf uns rüber kommt...die Umwelt spielt dabei nur eine Nebenrolle...unsere Autobauer haben das inzwischen erkannt und investieren fleissig Millarden im Ausland, weil in Deutschland zu viel gemeckert wird...der große Knall steht uns noch bevor....kurz: während wir in Deutschland nur meckern, investieren unsere Autoindustrie fleissig im Ausland....der Zug hat sich im Ausland schon längst in Bewegung gesetzt. Die Frage ist: können wir überhaupt noch aufspringen????..das grosse Meckern und Jammern kommt erst noch, wenn die Nachfrage im Ausland nach unseren Verbrennungsmotoren in den Keller fällt. Unserer Autoindustrie ist es dann wurscht, die haben ja im Ausland fleissig inverstiert. Dann gehen eben Deutsche Fahrzeuge vom Ausland aus in den Export.",1
538,818,"Der hat nur das ausgesprochen, was offensichtlich ist. Angst ist die größte Wahlmotivation...",0
539,820,"@USER wer hat denn Sachverstand, wenn es um das Thema Heimat geht?",0
1703,13,"Wer von ""Linksfaschisten"" schwadroniert, dem mangelt es vor allen Dingen an politischer und geschichtlicher Bildung und ist als Diskurspartner ungeeignet.",1
3100,1466,"Aber in der Sendung werden wie üblich nur die guten Kommentare ausgesucht,",1
2784,531,Was will mir eigentlich dieser Teenager der Grünen erzählen.,1
652,977,"Völkische, antidemokratische Wahnfantasien eines extrem rechten Akteurs.",0
2165,1365,@USER👍👍mehrere 100.000 das haben diese Realitätsverweigerer noch nicht begriffen - ohne TV Plattformen,1
409,627,"Und ja wir müssen die Steuerpflicht, ich mags kaum sagen - nach Vorbild der USA - an die Staatsbürgerschaft binden.",0
893,1355,"Man liest und hört immer nur wir wir wir, fährt man über die Grenze oder schaut über den Teich, sieht man wie Klimaschutz mit den Füßen getreten wird.... Warum müssen wir immer Mutter Theresa der Welt spielen?",0
623,930,"Nee, einfach nur auf den Punkt.",0
644,965,Natürlich sind sie erwünscht! Was für eine Frage!,0
2827,668,drei Flüge für Normalbürger..,1
1626,2484,@MEDIUM OK. Wir können ja noch 20 Jahre über Pflegenotstand reden. Dieser Zustand hat mich fast 40Jahre als ehemalige Krankenschwester begleitet. 👍🍀,0
1146,1744,"Mich interessiert jetzt, ob die Grünen trotzdem von euch gewählt werden - obwohl sie bspw. die NSU-Akten zusammen mit CDU einvernehmlich 120 Jahre auf Eis gelegt haben (gg. die Stimmen der SPD!) ?",0
1579,2409,"Nicht so gefährlich wie die Propaganda der Altparteien! Es sterben tgl. 100derte Menschen wegen den Beschlüssen der Altparteien! Es gibt so viele Kranke die sich weder Essen noch Pflege leisten können, so wenig Pflegekräfte, so viele schlechte Schulen, die Kindern die Zukunft verbauen und, und, und",0
1862,474,"Gestern bei Illner, Montag bei @MODERATOR ...ist das nicht langsam ÖR-Parteihilfe wie bei den Grünlingen ? 🤦‍♀️🤬",1
2205,1468,@USER ja aber ich will erstmals das ganze hartz4 kassieren bevor ich mich verabschiede,1
2946,1054,Wie wäre es mal den Emissionshandel zu verbieten. Ach ja geht ja nicht damit werden Milliarden verdient.,1
2925,991,@USER .Die sind politisch gesteuerte die dürfen nur senden was die Politik will,1
464,708,"Ich gehe regelmäßig freiwillig Blut spenden. Das hätte ein sofortiges Ende, wenn ich dazu verpflichtet würde. Mit der Organspende sehe ich es genauso.",0
3322,2088,"Heuchler! Wer hat denn Hartz-IV mit der SPD damals mitgegründet? ...und wie lange haben diese ""Grünen"" Hartz-IV geduldet, obwohl in vieler Hinsicht dieses System unmenschlich ist! So ein Heuchler!",1
436,671,"Kennen sie eigentlich die Gruppe ""Juden in der AfD""?",0
2714,355,sag Eskimo..dann gibt's wirbel im Studio..,1
97,148,Die mögen das vielleicht intern diskutiert haben. Nach Außen haben sie das jedenfalls NICHT thematisiert.,0
1277,1958,@USER könnten Sie Ihren Freund noch fragen wie es dazu kam https://www.facebook.com/530757183776023/posts/1159622474222821/,0
3206,1780,wo kommt man live in die Sendung mit den nachrichten !!!! ich könnt kotzen,1
1118,1702,@USER ohne das Vollidiot würde ich zustimmen.,0
2773,510,"Ja, die Suppe wird solange aufgekocht, bis jeder miese völkische Drecksack brechen muss, bis er weint.",1
3230,1846,Kommentare zu diesen #TATSACHEN und #FAKTEN werden NICHT gelesen ! ⛔ werden IGNORIERT ! ⚠ an die #LINKS - #FASCHISTEN : SPART euch eure #HASS - #HETZ - Kommentare ! ⚠,1
3030,1279,"Pflegenotstand!! 50 000 neue Arbeitsplätze besetzen, wohl in 50Jahren, da ist die Fluktuation noch nicht eingerechnet..scheint unglaubwürdig..",1
428,658,"Sag mal ...willst du eine Menschen mit einer ""Rostlaube"" vergleichen?? Wie impertinent !!",0
